Unnamed: 0.1,Unnamed: 0,Subject_Namespace,Subject,Relation,Object_Namespace,Object,pmid,evidence,Source,Association Score
5415.0,5415,DO,COVID-19,POSITIVE_CORRELATION,HGNC,IFI6,36314791.0,"RT-qPCR was used to validate the activation of several genes in the type I interferon pathway, including MX1, IFI6, and ISG15 (Fig. S2D).",CBM,
5416.0,5416,HGNC,IFI6,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"RT-qPCR was used to validate the activation of several genes in the type I interferon pathway, including MX1, IFI6, and ISG15 (Fig. S2D).",CBM,
5417.0,5417,DO,COVID-19,POSITIVE_CORRELATION,HGNC,ISG15,36314791.0,"RT-qPCR was used to validate the activation of several genes in the type I interferon pathway, including MX1, IFI6, and ISG15 (Fig. S2D).",CBM,
5418.0,5418,HGNC,ISG15,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"RT-qPCR was used to validate the activation of several genes in the type I interferon pathway, including MX1, IFI6, and ISG15 (Fig. S2D).",CBM,
5419.0,5419,DO,COVID-19,POSITIVE_CORRELATION,HGNC,CCL3,36314791.0,"The proinflammatory chemokines CCL3, CXCL3, and CXCL10 were also upregulated following infection, while synapse-related genes, including C1QL1 and SYPL1, were downregulated (Fig. S2D).",CBM,
5420.0,5420,HGNC,CCL3,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"The proinflammatory chemokines CCL3, CXCL3, and CXCL10 were also upregulated following infection, while synapse-related genes, including C1QL1 and SYPL1, were downregulated (Fig. S2D).",CBM,
5421.0,5421,DO,COVID-19,POSITIVE_CORRELATION,HGNC,CXCL3,36314791.0,"The proinflammatory chemokines CCL3, CXCL3, and CXCL10 were also upregulated following infection, while synapse-related genes, including C1QL1 and SYPL1, were downregulated (Fig. S2D).",CBM,
5422.0,5422,HGNC,CXCL3,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"The proinflammatory chemokines CCL3, CXCL3, and CXCL10 were also upregulated following infection, while synapse-related genes, including C1QL1 and SYPL1, were downregulated (Fig. S2D).",CBM,
5423.0,5423,DO,COVID-19,POSITIVE_CORRELATION,HGNC,CXCL10,36314791.0,"The proinflammatory chemokines CCL3, CXCL3, and CXCL10 were also upregulated following infection, while synapse-related genes, including C1QL1 and SYPL1, were downregulated (Fig. S2D).",CBM,
5424.0,5424,HGNC,CXCL10,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"The proinflammatory chemokines CCL3, CXCL3, and CXCL10 were also upregulated following infection, while synapse-related genes, including C1QL1 and SYPL1, were downregulated (Fig. S2D).",CBM,
5425.0,5425,DO,COVID-19,NEGATIVE_CORRELATION,HGNC,C1QL1,36314791.0,"The proinflammatory chemokines CCL3, CXCL3, and CXCL10 were also upregulated following infection, while synapse-related genes, including C1QL1 and SYPL1, were downregulated (Fig. S2D).",CBM,
5426.0,5426,HGNC,C1QL1,NEGATIVE_CORRELATION,DO,COVID-19,36314791.0,"The proinflammatory chemokines CCL3, CXCL3, and CXCL10 were also upregulated following infection, while synapse-related genes, including C1QL1 and SYPL1, were downregulated (Fig. S2D).",CBM,
5427.0,5427,DO,COVID-19,NEGATIVE_CORRELATION,HGNC,SYPL1,36314791.0,"The proinflammatory chemokines CCL3, CXCL3, and CXCL10 were also upregulated following infection, while synapse-related genes, including C1QL1 and SYPL1, were downregulated (Fig. S2D).",CBM,
5428.0,5428,HGNC,SYPL1,NEGATIVE_CORRELATION,DO,COVID-19,36314791.0,"The proinflammatory chemokines CCL3, CXCL3, and CXCL10 were also upregulated following infection, while synapse-related genes, including C1QL1 and SYPL1, were downregulated (Fig. S2D).",CBM,
5447.0,5447,DO,COVID-19,POSITIVE_CORRELATION,HGNC,IFI44,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5448.0,5448,HGNC,IFI44,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5449.0,5449,DO,COVID-19,POSITIVE_CORRELATION,HGNC,IFI27,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5450.0,5450,HGNC,IFI27,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5451.0,5451,DO,COVID-19,POSITIVE_CORRELATION,HGNC,IFI35,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5452.0,5452,HGNC,IFI35,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5453.0,5453,DO,COVID-19,POSITIVE_CORRELATION,HGNC,IFI6,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5454.0,5454,HGNC,IFI6,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5455.0,5455,DO,COVID-19,POSITIVE_CORRELATION,HGNC,IFI30,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5456.0,5456,HGNC,IFI30,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5457.0,5457,DO,COVID-19,POSITIVE_CORRELATION,HGNC,IFI44L,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5458.0,5458,HGNC,IFI44L,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5459.0,5459,DO,COVID-19,POSITIVE_CORRELATION,HGNC,LY6E,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5460.0,5460,HGNC,LY6E,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5461.0,5461,DO,COVID-19,POSITIVE_CORRELATION,HGNC,MX1,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5462.0,5462,HGNC,MX1,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5463.0,5463,DO,COVID-19,POSITIVE_CORRELATION,HGNC,MX2,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5464.0,5464,HGNC,MX2,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5465.0,5465,DO,COVID-19,POSITIVE_CORRELATION,HGNC,IFIT1,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5466.0,5466,HGNC,IFIT1,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5467.0,5467,DO,COVID-19,POSITIVE_CORRELATION,HGNC,IFIT2,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5468.0,5468,HGNC,IFIT2,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5469.0,5469,DO,COVID-19,POSITIVE_CORRELATION,HGNC,IFIT3,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5470.0,5470,HGNC,IFIT3,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5471.0,5471,DO,COVID-19,POSITIVE_CORRELATION,HGNC,IFIT5,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5472.0,5472,HGNC,IFIT5,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5473.0,5473,DO,COVID-19,POSITIVE_CORRELATION,HGNC,ISG20,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5474.0,5474,HGNC,ISG20,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5475.0,5475,DO,COVID-19,POSITIVE_CORRELATION,HGNC,ISG15,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5476.0,5476,HGNC,ISG15,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"A marked upregulation of type I IFN-stimulated genes (ISGs), including IFI144, IFI27, IFI35, IFI6, IFI30, IFI44L, LY6E, MX1, MX2, IFIT1, IFIT2, IFIT3, IFIT5, ISG20, and ISG15, was observed in infected cells (Fig. 5A and B).",CBM,
5477.0,5477,DO,COVID-19,POSITIVE_CORRELATION,HGNC,OAS1,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5478.0,5478,HGNC,OAS1,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5479.0,5479,DO,COVID-19,POSITIVE_CORRELATION,HGNC,OAS2,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5480.0,5480,HGNC,OAS2,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5481.0,5481,DO,COVID-19,POSITIVE_CORRELATION,HGNC,OAS3,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5482.0,5482,HGNC,OAS3,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5483.0,5483,DO,COVID-19,POSITIVE_CORRELATION,HGNC,OASL,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5484.0,5484,HGNC,OASL,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5485.0,5485,DO,COVID-19,POSITIVE_CORRELATION,HGNC,ISG15,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5486.0,5486,HGNC,ISG15,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5487.0,5487,DO,COVID-19,POSITIVE_CORRELATION,GO,type I interferon signaling pathway,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5488.0,5488,GO,type I interferon signaling pathway,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"The upregulation of various IFN-induced oligoadenylate synthetase (OAS) antiviral genes, including OAS1, OAS2, OAS3, and OASL, was also detected in the infected astrocytes (Fig. S5E), further confirming the activation of type I IFN signaling in astrocytes",CBM,
5501.0,5501,DO,COVID-19,POSITIVE_CORRELATION,GO,type I interferon signaling pathway,36314791.0,"Gene ontology (GO) and WikiPathways analyses of the upregulated genes in infected cells revealed the enrichment of genes induced by type I, II, and III interferons and genes involved in Toll-like receptor (TLR), MDA5, and RIG-I sensing of double-stranded RNA.",CBM,
5502.0,5502,GO,type I interferon signaling pathway,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"Gene ontology (GO) and WikiPathways analyses of the upregulated genes in infected cells revealed the enrichment of genes induced by type I, II, and III interferons and genes involved in Toll-like receptor (TLR), MDA5, and RIG-I sensing of double-stranded RNA.",CBM,
5503.0,5503,DO,COVID-19,POSITIVE_CORRELATION,PW,type II interferon signaling pathway,36314791.0,"Gene ontology (GO) and WikiPathways analyses of the upregulated genes in infected cells revealed the enrichment of genes induced by type I, II, and III interferons and genes involved in Toll-like receptor (TLR), MDA5, and RIG-I sensing of double-stranded RNA.",CBM,
5504.0,5504,PW,type II interferon signaling pathway,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"Gene ontology (GO) and WikiPathways analyses of the upregulated genes in infected cells revealed the enrichment of genes induced by type I, II, and III interferons and genes involved in Toll-like receptor (TLR), MDA5, and RIG-I sensing of double-stranded RNA.",CBM,
5505.0,5505,DO,COVID-19,POSITIVE_CORRELATION,GO,type III interferon signaling pathway,36314791.0,"Gene ontology (GO) and WikiPathways analyses of the upregulated genes in infected cells revealed the enrichment of genes induced by type I, II, and III interferons and genes involved in Toll-like receptor (TLR), MDA5, and RIG-I sensing of double-stranded RNA.",CBM,
5506.0,5506,GO,type III interferon signaling pathway,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"Gene ontology (GO) and WikiPathways analyses of the upregulated genes in infected cells revealed the enrichment of genes induced by type I, II, and III interferons and genes involved in Toll-like receptor (TLR), MDA5, and RIG-I sensing of double-stranded RNA.",CBM,
5507.0,5507,DO,COVID-19,POSITIVE_CORRELATION,GO,toll-like receptor signaling pathway,36314791.0,"Gene ontology (GO) and WikiPathways analyses of the upregulated genes in infected cells revealed the enrichment of genes induced by type I, II, and III interferons and genes involved in Toll-like receptor (TLR), MDA5, and RIG-I sensing of double-stranded RNA.",CBM,
5508.0,5508,GO,toll-like receptor signaling pathway,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"Gene ontology (GO) and WikiPathways analyses of the upregulated genes in infected cells revealed the enrichment of genes induced by type I, II, and III interferons and genes involved in Toll-like receptor (TLR), MDA5, and RIG-I sensing of double-stranded RNA.",CBM,
5513.0,5513,DO,COVID-19,POSITIVE_CORRELATION,GO,DNA demethylation,36314791.0,"Additionally, the levels of genes involved in DNA demethylation, proinflammatory responses, apoptosis, p38 MAPK signaling, and neurodegenerative signaling like that found in Parkinson's disease and amyotrophic lateral sclerosis were also increased (Fig. 5C and Fig. S5F).",CBM,
5514.0,5514,GO,DNA demethylation,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"Additionally, the levels of genes involved in DNA demethylation, proinflammatory responses, apoptosis, p38 MAPK signaling, and neurodegenerative signaling like that found in Parkinson's disease and amyotrophic lateral sclerosis were also increased (Fig. 5C and Fig. S5F).",CBM,
5515.0,5515,DO,COVID-19,POSITIVE_CORRELATION,GO,inflammatory response,36314791.0,"Additionally, the levels of genes involved in DNA demethylation, proinflammatory responses, apoptosis, p38 MAPK signaling, and neurodegenerative signaling like that found in Parkinson's disease and amyotrophic lateral sclerosis were also increased (Fig. 5C and Fig. S5F).",CBM,
5516.0,5516,GO,inflammatory response,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"Additionally, the levels of genes involved in DNA demethylation, proinflammatory responses, apoptosis, p38 MAPK signaling, and neurodegenerative signaling like that found in Parkinson's disease and amyotrophic lateral sclerosis were also increased (Fig. 5C and Fig. S5F).",CBM,
5517.0,5517,DO,COVID-19,POSITIVE_CORRELATION,GO,apoptotic process,36314791.0,"Additionally, the levels of genes involved in DNA demethylation, proinflammatory responses, apoptosis, p38 MAPK signaling, and neurodegenerative signaling like that found in Parkinson's disease and amyotrophic lateral sclerosis were also increased (Fig. 5C and Fig. S5F).",CBM,
5518.0,5518,GO,apoptotic process,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"Additionally, the levels of genes involved in DNA demethylation, proinflammatory responses, apoptosis, p38 MAPK signaling, and neurodegenerative signaling like that found in Parkinson's disease and amyotrophic lateral sclerosis were also increased (Fig. 5C and Fig. S5F).",CBM,
5519.0,5519,DO,COVID-19,POSITIVE_CORRELATION,PW,p38 MAPK signaling pathway,36314791.0,"Additionally, the levels of genes involved in DNA demethylation, proinflammatory responses, apoptosis, p38 MAPK signaling, and neurodegenerative signaling like that found in Parkinson's disease and amyotrophic lateral sclerosis were also increased (Fig. 5C and Fig. S5F).",CBM,
5520.0,5520,PW,p38 MAPK signaling pathway,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"Additionally, the levels of genes involved in DNA demethylation, proinflammatory responses, apoptosis, p38 MAPK signaling, and neurodegenerative signaling like that found in Parkinson's disease and amyotrophic lateral sclerosis were also increased (Fig. 5C and Fig. S5F).",CBM,
5521.0,5521,DO,COVID-19,POSITIVE_CORRELATION,MESH,Nerve Degeneration,36314791.0,"Additionally, the levels of genes involved in DNA demethylation, proinflammatory responses, apoptosis, p38 MAPK signaling, and neurodegenerative signaling like that found in Parkinson's disease and amyotrophic lateral sclerosis were also increased (Fig. 5C and Fig. S5F).",CBM,
5522.0,5522,MESH,Nerve Degeneration,POSITIVE_CORRELATION,DO,COVID-19,36314791.0,"Additionally, the levels of genes involved in DNA demethylation, proinflammatory responses, apoptosis, p38 MAPK signaling, and neurodegenerative signaling like that found in Parkinson's disease and amyotrophic lateral sclerosis were also increased (Fig. 5C and Fig. S5F).",CBM,
5533.0,5533,DO,COVID-19,INCREASES,GO,DNA hypomethylation,36314791.0,"Of note, the MX1 gene displayed the highest log fold change in expression (.6-fold), which was accompanied by a 25% decline in promoter methylation. ISG20 and ZCCHC3 also became hypomethylated at their promoters during SARS-CoV-2 infection.",CBM,
5534.0,5534,GO,DNA hypomethylation,INCREASES,DO,COVID-19,36314791.0,"Of note, the MX1 gene displayed the highest log fold change in expression (.6-fold), which was accompanied by a 25% decline in promoter methylation. ISG20 and ZCCHC3 also became hypomethylated at their promoters during SARS-CoV-2 infection.",CBM,
5535.0,5535,GO,DNA hypomethylation,ASSOCIATION,HGNC,MX1,36314791.0,"Of note, the MX1 gene displayed the highest log fold change in expression (.6-fold), which was accompanied by a 25% decline in promoter methylation. ISG20 and ZCCHC3 also became hypomethylated at their promoters during SARS-CoV-2 infection.",CBM,
5536.0,5536,HGNC,MX1,ASSOCIATION,GO,DNA hypomethylation,36314791.0,"Of note, the MX1 gene displayed the highest log fold change in expression (.6-fold), which was accompanied by a 25% decline in promoter methylation. ISG20 and ZCCHC3 also became hypomethylated at their promoters during SARS-CoV-2 infection.",CBM,
5537.0,5537,DO,COVID-19,INCREASES,GO,DNA hypermethylation,36314791.0,"Of note, the MX1 gene displayed the highest log fold change in expression (.6-fold), which was accompanied by a 25% decline in promoter methylation. ISG20 and ZCCHC3 also became hypomethylated at their promoters during SARS-CoV-2 infection.",CBM,
5538.0,5538,GO,DNA hypermethylation,INCREASES,DO,COVID-19,36314791.0,"Of note, the MX1 gene displayed the highest log fold change in expression (.6-fold), which was accompanied by a 25% decline in promoter methylation. ISG20 and ZCCHC3 also became hypomethylated at their promoters during SARS-CoV-2 infection.",CBM,
5539.0,5539,GO,DNA hypermethylation,ASSOCIATION,HGNC,ISG20,36314791.0,"Of note, the MX1 gene displayed the highest log fold change in expression (.6-fold), which was accompanied by a 25% decline in promoter methylation. ISG20 and ZCCHC3 also became hypomethylated at their promoters during SARS-CoV-2 infection.",CBM,
5540.0,5540,HGNC,ISG20,ASSOCIATION,GO,DNA hypermethylation,36314791.0,"Of note, the MX1 gene displayed the highest log fold change in expression (.6-fold), which was accompanied by a 25% decline in promoter methylation. ISG20 and ZCCHC3 also became hypomethylated at their promoters during SARS-CoV-2 infection.",CBM,
5541.0,5541,GO,DNA hypermethylation,ASSOCIATION,HGNC,ZCCHC3,36314791.0,"Of note, the MX1 gene displayed the highest log fold change in expression (.6-fold), which was accompanied by a 25% decline in promoter methylation. ISG20 and ZCCHC3 also became hypomethylated at their promoters during SARS-CoV-2 infection.",CBM,
5542.0,5542,HGNC,ZCCHC3,ASSOCIATION,GO,DNA hypermethylation,36314791.0,"Of note, the MX1 gene displayed the highest log fold change in expression (.6-fold), which was accompanied by a 25% decline in promoter methylation. ISG20 and ZCCHC3 also became hypomethylated at their promoters during SARS-CoV-2 infection.",CBM,
5543.0,5543,DO,COVID-19,NEGATIVE_CORRELATION,HGNC,AQP4,36314791.0,"GO analyses of downregulated genes in infected astrocytes again revealed the enrichment of genes involved in water transport, synaptic transmission, ion and lipid transport, the formation of cell junctions, and calcium binding (Fig. 5D). These included AQP4, the predominant water channel found within the foot processes of astrocytes, and a number of SLC-mediated transporters, including SLC1A2, SLC7A10, SLC18A3, SLC6A1, SLC4A10, and SLCO1C1. ",CBM,
5544.0,5544,HGNC,AQP4,NEGATIVE_CORRELATION,DO,COVID-19,36314791.0,"GO analyses of downregulated genes in infected astrocytes again revealed the enrichment of genes involved in water transport, synaptic transmission, ion and lipid transport, the formation of cell junctions, and calcium binding (Fig. 5D). These included AQP4, the predominant water channel found within the foot processes of astrocytes, and a number of SLC-mediated transporters, including SLC1A2, SLC7A10, SLC18A3, SLC6A1, SLC4A10, and SLCO1C1. ",CBM,
